,html_url,name,full_name,description,topics,created_at,updated_at,pushed_at,size,language,stargazers_count,subscribers_count,has_issues,has_downloads,has_discussions,forks_count,default_branch,private,open_issues_only,closed_issues_only,open_pull_requests,closed_pull_requests,commits_number,contributors_number,license.key,owner.type,Included?
676,https://github.com/LibreArp/LibreArp,LibreArp,LibreArp/LibreArp,A pattern-based arpeggio generator plugin (mirrored from GitLab),"['ableton', 'ardour', 'arpeggiator', 'bitwig', 'fl-studio', 'free-form', 'juce', 'linux', 'macos', 'midi', 'midi-effect', 'music', 'pattern', 'plugin', 'reaper', 'renoise', 'vst', 'vst3', 'windows']",2021-10-20T08:33:55Z,2023-06-10T23:23:57Z,2023-03-03T20:36:01Z,733,C++,15,0,FALSE,TRUE,FALSE,3,develop,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
681,https://github.com/JohT/speclet,speclet,JohT/speclet,Audio Spectrum Analyzer using Fourier- and Wavelet-Transformation,"['analyzer', 'audio', 'dsp', 'fourier', 'juce', 'spectrum', 'uncertainty-principle', 'vst', 'vst3', 'wavelet']",2022-02-20T10:03:23Z,2023-05-29T08:52:26Z,2023-09-11T04:44:03Z,2957,C++,13,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
682,https://github.com/valsteen/note_effects_vst,note_effects_vst,valsteen/note_effects_vst,"Collection of note effects : note off delay and notes limit, note fan-out, note generator, modulable pitch and channel pressure, non-note filter, midi delay, maximum note duration","['bitwig', 'generator-vst', 'midi', 'rust', 'vst', 'vst-plugin']",2020-11-15T16:41:26Z,2023-06-28T10:55:01Z,2021-06-20T20:49:33Z,4148,Rust,13,4,TRUE,TRUE,FALSE,2,main,FALSE,5,5,1,8,74,0,unlicense,User,Yes
683,https://github.com/p-hlp/SMPLComp,SMPLComp,p-hlp/SMPLComp,A simplified version of the CTAGDRC audio compressor plugin,"['audio-effect', 'audio-processing', 'audio-unit', 'compressor', 'digital-signal-processing', 'juce-framework', 'vst', 'vst3']",2020-06-19T09:26:59Z,2023-09-08T14:56:13Z,2020-11-21T18:43:55Z,618,C++,13,0,FALSE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
686,https://github.com/davemollen/dm-GrainDelay,dm-GrainDelay,davemollen/dm-GrainDelay,"Granular delay, lv2 & vst audio plugin","['audio-processing', 'dsp', 'lv2', 'lv2-plugin', 'mod-devices', 'rust', 'vst', 'vst-plugin']",2021-11-30T12:52:55Z,2023-05-04T18:29:04Z,2023-06-19T20:01:11Z,7659,CSS,13,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
692,https://github.com/vertver/Dynation,Dynation,vertver/Dynation,Open-source release of Dynation,"['audio', 'audio-engine', 'dsp', 'vst']",2022-04-09T17:21:13Z,2023-02-14T06:52:48Z,2022-04-14T17:53:20Z,1691,C,11,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,mit,User,Yes
729,https://github.com/JamesStubbsEng/TS-808-Ultra,TS-808-Ultra,JamesStubbsEng/TS-808-Ultra,Model of the classic Ibanez Tube Screamer 808 using Nodal Analysis and WDF with a few new features added!,"['analog-to-digital', 'audio-effect', 'audio-processing', 'guitar-pedal', 'juce-framework', 'tubescreamer', 'vst3-plugin', 'vsts', 'wdf']",2022-01-07T20:22:29Z,2023-09-14T17:17:57Z,2023-06-02T14:42:11Z,73,C++,69,0,TRUE,TRUE,FALSE,3,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
785,https://github.com/nberr/jackel,jackel,nberr/jackel,Negative harmony application written with JUCE,"['audio-plugin', 'jacob-collier', 'juce', 'midi', 'midi-processing', 'negative-harmony', 'vst3', 'vsts']",2019-09-16T02:51:09Z,2023-04-29T01:01:31Z,2022-11-18T23:26:34Z,380,C++,14,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,other,User,Yes
800,https://github.com/BLumia/PineappleSynth,PineappleSynth,BLumia/PineappleSynth,A too simple vsti synth made with wdl-ol,"['synthesizer', 'vst2-vst3', 'vsti', 'wdl-ol']",2016-08-16T16:35:43Z,2023-08-22T09:22:57Z,2017-03-27T15:48:37Z,2095,C++,17,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,mit,User,Yes
802,https://github.com/canokaue/azr3-mac,azr3-mac,canokaue/azr3-mac,Mac OS X port of Rumpelrausch's drawbar organ VST instrument plugin.,"['64-bit', 'azr3', 'cpp', 'macos', 'macosx', 'music-production', 'music-programming', 'organ', 'organ-pipe', 'plugin', 'plugin-sdk', 'rumpelrausch', 'virtual-instruments', 'vst', 'vst-instrument', 'vst-plugin', 'vst2', 'vst24', 'vstgui', 'vsti']",2020-03-26T09:23:54Z,2023-05-09T09:12:45Z,2020-03-26T19:32:11Z,37394,C++,3,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
917,https://github.com/publicsamples/Peach,Peach,publicsamples/Peach,A virtual Instrument based on the Roland System 100 sample library.,"['audiounit', 'hise', 'synthesizer', 'vst']",2020-06-19T03:56:07Z,2023-09-01T20:56:37Z,2023-02-16T17:46:07Z,647857,JavaScript,10,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
928,https://github.com/gamingrobot/daw-out,daw-out,gamingrobot/daw-out,VST3/CLAP Plugin for MIDI/OSC output from a DAW to an OSC Server,"['audio', 'clap', 'midi', 'osc', 'vst']",2022-05-20T23:01:14Z,2023-08-09T10:16:12Z,2023-02-18T00:05:13Z,81,Rust,8,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
929,https://github.com/jcfischer/easylooper,easylooper,jcfischer/easylooper,Looper Experiments with EasyVST,"['audio-plugin', 'rust', 'rust-vst', 'vst']",2018-06-09T20:20:43Z,2022-05-08T05:07:28Z,2018-07-04T13:51:57Z,63,Rust,8,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
930,https://github.com/POTR-Soft/Chord-Filter,Chord-Filter,POTR-Soft/Chord-Filter,VST3 Plugin based on juce. Filters notes from chords based on their position.,"['bitwig', 'daw', 'music', 'vst']",2021-11-05T19:33:00Z,2023-07-06T03:17:14Z,2021-11-23T00:12:29Z,445,C++,8,0,TRUE,TRUE,TRUE,0,main,FALSE,0,0,0,0,0,0,bsd-2-clause,Organization,Yes
934,https://github.com/david6983/saxaboom,saxaboom,david6983/saxaboom,A VST plugin of the famous Kawasaki Sax-a-boom toys with Juce C++ framework.,"['cpp', 'juce', 'juce-framework', 'projucer', 'sax-a-boom', 'saxophone', 'vst']",2019-11-24T12:54:52Z,2023-05-23T13:17:16Z,2021-12-24T14:55:42Z,6616,C++,8,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
938,https://github.com/TobiasKozel/transmitter,transmitter,TobiasKozel/transmitter,A vst/au plugin to share realtime audio from the DAW,"['audio', 'low-latency', 'music', 'opus', 'stream', 'vst']",2020-04-01T23:01:30Z,2023-01-20T16:24:55Z,2023-01-08T16:48:17Z,8139,C++,7,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
941,https://github.com/davemollen/dm-Reverse,dm-Reverse,davemollen/dm-Reverse,"Reverse delay, lv2 & vst audio plugin","['audio-processing', 'dsp', 'lv2', 'lv2-plugin', 'mod-devices', 'rust', 'vst', 'vst-plugin']",2021-11-30T12:51:38Z,2023-06-16T13:56:32Z,2023-05-11T19:13:33Z,5864,CSS,7,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
944,https://github.com/00laboratories/HISE-AG-20,HISE-AG-20,00laboratories/HISE-AG-20,Fingerpicked Acoustic Guitar Library (AG-20) for HISE. The guitar is a Richwood A-20. Samples are not included and can be purchased from our store:,"['acoustic', 'fingerpicked', 'guitar', 'hise', 'instrument', 'sample-library', 'vst']",2019-02-02T22:46:51Z,2022-06-30T21:36:54Z,2020-01-23T14:34:23Z,479,JavaScript,6,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
950,https://github.com/imchristina/piano,piano,imchristina/piano,WIP piano plugin,"['physical-modeling', 'piano', 'virtual-instruments', 'vst']",2018-04-27T16:36:45Z,2022-05-30T21:47:11Z,2020-01-09T00:05:52Z,575,Lua,6,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
951,https://github.com/jthorborg/signalizer,signalizer,jthorborg/signalizer,Mirror of https://bitbucket.org/Mayae/signalizer,"['audio-analysis', 'audio-plugin', 'juce', 'vst']",2022-06-14T20:02:24Z,2023-06-25T15:32:43Z,2022-06-14T20:52:50Z,5073,C++,6,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
952,https://github.com/TaleTN/IPlugExample,IPlugExample,TaleTN/IPlugExample,"IPlug ""Tale"" Edition example (tremolo effect).","['aax', 'au', 'audio', 'audio-unit', 'audio-units', 'audiounit', 'audiounits', 'clap', 'effect', 'iplug', 'macos', 'plug-in', 'plug-ins', 'plugin', 'plugins', 'vst', 'vst2', 'vst24', 'wdl', 'windows']",2021-11-15T11:57:23Z,2023-08-29T08:10:32Z,2023-08-23T19:13:46Z,176,Makefile,5,0,FALSE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,other,User,Yes
954,https://github.com/TheTechnobear/SSP,SSP,TheTechnobear/SSP,TheTechnobear's Percussa SSP projects,"['percussa', 'ssp', 'vst']",2020-07-01T12:49:17Z,2023-04-05T02:02:33Z,2022-10-12T18:22:21Z,82429,C++,5,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,0,User,Yes
957,https://github.com/DropSnorz/wobbleizer,wobbleizer,DropSnorz/wobbleizer,A VST audio plugin filter with synced LFO modulation,"['audio-plugin', 'filter', 'lfo', 'vst']",2016-11-04T07:11:15Z,2023-03-20T15:30:57Z,2017-02-06T10:43:37Z,1680,C++,5,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,mit,User,Yes
962,https://github.com/safiire/kitty_synth_vst,kitty_synth_vst,safiire/kitty_synth_vst,VST 2.4 Synthesizer Audio Plugin,"['bandlimited', 'c-plus-plus', 'kitty-synth-vst', 'vst', 'vst-plugin', 'vst24', 'wavetable']",2015-01-24T02:22:56Z,2022-12-18T16:24:07Z,2015-01-24T02:34:07Z,3072,C,5,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
965,https://github.com/vocalodon/VocalodonVST,VocalodonVST,vocalodon/VocalodonVST,A Mastodon client for VST,"['c-plus-plus', 'juce', 'mastodon', 'mastodon-client', 'vocaloid', 'vst']",2017-09-19T09:53:52Z,2023-09-08T17:30:10Z,2018-12-06T16:36:09Z,81179,C++,4,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
967,https://github.com/Flixor/IRBaboon,IRBaboon,Flixor/IRBaboon,Convolution & IR capture ape-lication,"['capture', 'convolution', 'dsp', 'filter', 'impulse-response', 'juce', 'sound', 'vst']",2021-01-05T15:53:12Z,2022-11-16T07:18:44Z,2021-03-22T19:50:39Z,33158,C++,4,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
968,https://github.com/HarrisonBubbles/OasisAudioPlugin,OasisAudioPlugin,HarrisonBubbles/OasisAudioPlugin,Our first attempt at making a VST plugin,"['audio', 'cpp', 'juce', 'vst']",2021-10-03T16:20:16Z,2022-04-03T15:29:59Z,2022-01-08T18:57:10Z,3697,C++,4,0,TRUE,TRUE,FALSE,1,gui2,FALSE,0,0,0,0,0,0,0,User,Yes
969,https://github.com/KottV/SimpleSide,SimpleSide,KottV/SimpleSide,Simplified volume curve LFO utility by Armando Montanez,"['juce', 'vst', 'vst3-plugin']",2020-11-11T03:28:22Z,2022-02-16T19:15:08Z,2020-11-11T04:25:44Z,4337,C++,4,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
970,https://github.com/lukemcraig/farkle,farkle,lukemcraig/farkle,"(WIP) A JUCE-based audio plugin that recreates Bruce Botnick's ""Farkle"" effect, as heard on Van Dyke Parks' 1968, Song Cycle","['audio', 'audio-effect', 'audioplugin', 'music', 'vst']",2018-02-16T01:57:32Z,2022-09-14T08:44:55Z,2018-03-04T21:30:30Z,7558,C++,4,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
972,https://github.com/rickgiantsteps/bucket-brigade,bucket-brigade,rickgiantsteps/bucket-brigade,Emulation of the analogue bucket brigade delay. Developed with the JUCE framework.,"['audio-effect', 'audio-plugin', 'delay', 'juce', 'music', 'vst']",2022-07-08T08:13:47Z,2023-07-01T16:43:10Z,2023-06-07T09:44:43Z,2966,C++,4,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,mit,User,Yes
973,https://github.com/Uberton/Uberton,Uberton,Uberton/Uberton,Source code repository for all Ãœberton plugins,"['audio', 'physics-simulation', 'plugins', 'vst']",2021-04-27T12:20:24Z,2023-02-02T18:30:48Z,2022-04-03T18:37:37Z,12676,C++,4,1,TRUE,TRUE,FALSE,1,main,FALSE,11,1,1,5,107,3,gpl-3.0,Organization,Yes
978,https://github.com/ChromaticIsobar/HyperTremolo,HyperTremolo,ChromaticIsobar/HyperTremolo,"Dual Amplitude Modulator effect. It is designed to be an Harmonic Tremolo, but can be tweaked to get a lot of different effects, e.g. a Rotary Simulator","['harmonic', 'juce', 'modulation', 'plugin', 'tremolo', 'vst']",2021-09-24T12:32:07Z,2023-04-22T04:47:03Z,2022-04-05T10:21:49Z,261,C++,4,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
982,https://github.com/sunquan8094/Krush3x,Krush3x,sunquan8094/Krush3x,Experimental bitcrusher plugin made with JUCE,"['audio-unit', 'bitcrusher', 'digital-signal-processing', 'dsp', 'juce', 'juce-framework', 'vst']",2018-02-21T18:01:30Z,2022-06-23T11:45:33Z,2019-07-26T21:19:17Z,20,C++,3,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
984,https://github.com/sabeiro/McAmp,McAmp,sabeiro/McAmp,[arduino] Mechanical amplificator/synth,"['arduino', 'motors', 'synth', 'teensy', 'vst']",2017-01-04T13:32:57Z,2019-04-23T03:34:22Z,2019-04-14T18:39:01Z,3449,C++,3,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
985,https://github.com/osam-cologne/stereogain,stereogain,osam-cologne/stereogain,A stereo gain plugin with parameter smoothing,"['audio-effect', 'dpf', 'ladspa', 'lv2', 'lv2-plugin', 'vst', 'vst-plugin']",2020-04-21T21:43:07Z,2022-12-05T01:47:13Z,2020-04-21T22:16:48Z,9,C++,3,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,other,Organization,Yes
994,https://github.com/EmilianStankov/rvst,rvst,EmilianStankov/rvst,A VST Plugin written in Rust,"['audio', 'oscillator', 'rust', 'sound', 'synthesizer', 'vst', 'vst-plugin']",2018-02-03T16:32:49Z,2020-10-22T22:01:21Z,2018-02-11T20:52:31Z,34,Rust,3,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1000,https://github.com/krmnn/MIDIVelocityZone,MIDIVelocityZone,krmnn/MIDIVelocityZone,A plugin that filters incoming MIDI messages for a specific note and triggers a different one if the velocity is above a configurable threshold.,"['midi', 'plugin', 'vst']",2021-07-16T22:34:27Z,2023-03-05T08:19:32Z,2021-08-07T12:45:39Z,158,C++,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1003,https://github.com/johncollinson2001/multifuzz,multifuzz,johncollinson2001/multifuzz,Multi-band distortion plugin for VST audio hosts,"['c-plus-plus', 'vst', 'wdl']",2017-02-02T20:23:27Z,2021-08-21T21:20:27Z,2018-06-13T21:07:01Z,172578,C++,2,0,FALSE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1004,https://github.com/RBLG/Grapher,Grapher,RBLG/Grapher,a grid based synthesizer,"['synthesizer', 'vst']",2022-06-04T23:24:16Z,2022-07-15T22:32:17Z,2023-09-07T18:35:05Z,503,C#,2,0,TRUE,TRUE,TRUE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1005,https://github.com/rm8x/myowah,myowah,rm8x/myowah,wah VST controllable with a Myo armband,"['guitar-processor', 'juce', 'myo', 'myo-armband', 'vst', 'wah']",2017-08-16T00:17:59Z,2017-08-18T01:57:04Z,2017-08-16T00:36:30Z,2334,C++,2,0,TRUE,TRUE,FALSE,0,develop,FALSE,0,0,0,0,0,0,0,User,Yes
1006,https://github.com/morukutsu/ParisHarmony,ParisHarmony,morukutsu/ParisHarmony,Soundprism like VST,"['chords', 'generator', 'soundprism', 'vst']",2017-03-27T23:16:47Z,2023-01-17T20:07:20Z,2018-10-14T20:11:10Z,11125,C++,2,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
1014,https://github.com/wolf-plugins/wolf-lfo,wolf-lfo,wolf-plugins/wolf-lfo,"Spline-based LFO plugin (currently abandoned; may be revived at some point, if there is any interest)","['audio', 'dpf', 'jack', 'lfo', 'linux', 'lv2', 'nanovg', 'plugin', 'vst', 'windows']",2018-09-21T04:19:36Z,2022-10-24T12:07:00Z,2021-11-15T21:02:39Z,949,C++,2,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
1015,https://github.com/miladnia/KeysVST,KeysVST,miladnia/KeysVST,Play piano on your browser.,"['app', 'fun', 'javascript', 'keyboard', 'music', 'piano', 'vanilla-js', 'vst']",2019-08-03T07:33:18Z,2023-04-17T14:56:47Z,2023-04-05T11:43:44Z,19877,JavaScript,2,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1019,https://github.com/surge-synthesizer/surge,surge,surge-synthesizer/surge,Synthesizer plug-in (previously released as Vember Audio Surge),"['audio-units', 'synthesizer', 'vst3']",2018-09-20T22:32:25Z,2023-09-12T05:47:17Z,2023-09-12T15:50:41Z,410816,C,2627,67,TRUE,TRUE,FALSE,341,main,FALSE,200,2660,1,4330,4740,68,gpl-3.0,Organization,Yes
1025,https://github.com/jatinchowdhury18/AnalogTapeModel,AnalogTapeModel,jatinchowdhury18/AnalogTapeModel,Physical modelling signal processing for analog tape recording,"['analog-tape-machines', 'audio-effect', 'audio-plugin', 'audio-unit', 'auv3', 'juce', 'lv2', 'physical-modeling', 'vst3']",2019-02-06T08:53:47Z,2023-09-12T17:33:15Z,2023-06-07T18:14:02Z,122733,C++,940,17,TRUE,TRUE,FALSE,54,master,FALSE,18,120,1,169,345,8,gpl-3.0,User,Yes
1037,https://github.com/Chowdhury-DSP/ChowMatrix,ChowMatrix,Chowdhury-DSP/ChowMatrix,Matrix delay effect,"['audio-effect', 'audio-plugin', 'audio-unit', 'delay', 'juce', 'lv2', 'vst3']",2020-10-24T22:26:36Z,2023-08-10T16:28:00Z,2022-07-16T14:37:08Z,4023,C++,263,0,TRUE,TRUE,FALSE,26,main,FALSE,0,0,0,0,0,0,bsd-3-clause,Organization,Yes
1038,https://github.com/vvvar/PeakEater,PeakEater,vvvar/PeakEater,PeakEater is a free open-source cross-platform VST3/AU/LV2/CLAP wave shaper plugin,"['audio', 'audio-unit', 'audio-units', 'clap', 'cpp', 'distortion', 'gain', 'juce', 'linux', 'lv2', 'lv2-plugin', 'macos', 'meters', 'vst3', 'vst3-plugin', 'waveshaper', 'windows']",2021-02-03T10:51:14Z,2023-09-13T23:45:00Z,2023-08-20T23:56:47Z,12969,C++,217,0,TRUE,TRUE,TRUE,13,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1041,https://github.com/JanosGit/Schrammel_OJD,Schrammel_OJD,JanosGit/Schrammel_OJD,Audio plugin model of a modern classic guitar overdrive Pedal,"['guitar-effects', 'guitar-overdrive', 'juce', 'juce-framework', 'vst-plugin', 'vst3']",2020-04-04T12:02:13Z,2023-08-10T06:53:45Z,2022-09-12T11:25:28Z,13218,C++,141,0,TRUE,TRUE,FALSE,15,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1047,https://github.com/utokusa/OS-251,OS-251,utokusa/OS-251,OS-251 is a synthesizer plugin,"['audio-unit', 'synthesizer-plugin', 'vst3']",2020-10-13T22:59:14Z,2023-08-11T15:42:34Z,2023-03-18T18:27:14Z,105411,C++,91,7,TRUE,TRUE,FALSE,5,master,FALSE,10,15,2,28,319,2,gpl-3.0,User,Yes
1056,https://github.com/hollance/mda-plugins-juce,mda-plugins-juce,hollance/mda-plugins-juce,JUCE implementations of the classic MDA audio plug-ins,"['audio', 'audio-unit', 'daw', 'dsp', 'juce', 'plugins', 'vst3']",2021-09-03T21:24:30Z,2023-09-01T13:49:21Z,2023-08-12T13:35:07Z,2857,C,66,0,TRUE,TRUE,FALSE,6,master,FALSE,0,0,0,0,0,0,other,User,Yes
1068,https://github.com/tobanteAudio/modEQ,modEQ,tobanteAudio/modEQ,"Free EQ audio plugin (VST3, AU) with modulation","['audio', 'audio-effect', 'audio-processing', 'audio-unit', 'audio-units', 'juce', 'linux', 'plugin', 'projucer', 'vst3', 'windows', 'xcode']",2018-09-03T00:40:15Z,2023-08-12T08:43:09Z,2020-06-06T09:31:40Z,7029,C++,45,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
1074,https://github.com/khrykin/BlackBird,BlackBird,khrykin/BlackBird,AU/VST3 Synth built with JUCE,"['audioplugin', 'audiounit', 'juce', 'synthesizer', 'vst3']",2020-11-11T05:23:13Z,2023-09-09T13:56:49Z,2022-09-11T23:51:46Z,10253,C++,35,0,TRUE,TRUE,FALSE,12,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1075,https://github.com/vgorloff/VST3NetSend,VST3NetSend,vgorloff/VST3NetSend,VST3 version of system-supplied Mac OS X AUNetSend audio plugin.,"['audio-plugin', 'audiounit', 'c-plus-plus', 'cocoa', 'cubase', 'vst3', 'vst3-sdk']",2013-01-07T20:21:18Z,2023-07-26T06:16:49Z,2021-11-24T19:19:46Z,2377,Swift,33,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1079,https://github.com/szkkng/jr-granular,jr-granular,szkkng/jr-granular,A real-time granular fx plugin made with JUCE & RNBO C++ Export,"['au', 'granular', 'juce', 'rnbo', 'vst3']",2022-11-03T21:45:01Z,2023-09-08T01:31:06Z,2023-07-06T04:08:11Z,627,Max,28,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1081,https://github.com/robbert-vdh/diopser,diopser,robbert-vdh/diopser,A totally original phase rotation plugin,"['phase-rotation', 'vst3']",2021-04-06T09:48:02Z,2023-01-28T00:35:28Z,2022-02-15T20:54:43Z,178,C++,27,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1082,https://github.com/SmEgDm/equalize_it,equalize_it,SmEgDm/equalize_it,12-band parametric EQ,"['equalizer', 'juce', 'plugin', 'vst3']",2022-11-16T08:29:29Z,2023-09-14T21:02:53Z,2023-06-19T18:04:54Z,465,C++,25,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1092,https://github.com/prof-spock/SoX-Plugins,SoX-Plugins,prof-spock/SoX-Plugins,Reimplementation of the SoX Command-Line Audio Processor as DAW Plugins,"['audio-processing', 'compander', 'filter', 'gain', 'overdrive', 'phaser', 'reverb', 'sox', 'tremolo', 'vst3']",2021-04-27T09:19:34Z,2023-07-07T11:44:02Z,2023-06-13T20:55:35Z,162113,C++,19,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1104,https://github.com/stfufane/Midi-Transposer,Midi-Transposer,stfufane/Midi-Transposer,A VST3 plugin developed with JUCE framework to map chords to a MIDI bass pedal,"['juce-framework', 'midi', 'vst3']",2020-05-01T21:47:02Z,2023-08-20T21:05:25Z,2023-03-22T19:55:04Z,4706,C++,15,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,0,User,Yes
1107,https://github.com/blackboxdsp/rotor,rotor,blackboxdsp/rotor,Modern ring modulation effect plugin (targeting VST3 and AU) :zap:,"['au', 'audio', 'audio-plugin', 'juce', 'ring-modulator', 'rotor', 'vst3']",2020-01-01T13:40:05Z,2023-06-25T15:19:37Z,2021-04-30T16:40:29Z,52626,C++,15,0,TRUE,TRUE,FALSE,2,develop,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
1108,https://github.com/elk-audio/mda-vst3,mda-vst3,elk-audio/mda-vst3,"MDA plugins in VST 3 format, adapted from Steinberg's VST 3 SDK examples","['audio-plugin', 'elk', 'elk-audio', 'mda', 'mda-plugins', 'vst3', 'vst3-plugin']",2019-12-23T18:03:31Z,2023-08-20T05:26:09Z,2022-11-14T09:26:47Z,2523,C,15,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
1113,https://github.com/fukuroder/BLIT-based_sinewave_hardsync,BLIT-based_sinewave_hardsync,fukuroder/BLIT-based_sinewave_hardsync,BLIT-based sine wave hard sync,"['synthesizer', 'vst3']",2013-06-08T13:13:02Z,2023-06-30T21:30:49Z,2021-02-11T12:38:51Z,1270,C++,13,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1114,https://github.com/blackboxdsp/phantom,phantom,blackboxdsp/phantom,[BETA] Modern phase distortion synthesizer plugin (targeting VST3 and AU) :musical_keyboard:,"['audio', 'audio-development', 'audio-plugin', 'audio-programming', 'digital-signal-processing', 'dsp', 'juce', 'juce-framework', 'phase-distortion', 'phase-distortion-synthesis', 'vst3']",2020-01-31T08:40:10Z,2023-06-25T15:19:29Z,2021-05-31T03:59:09Z,85245,C++,13,0,TRUE,TRUE,FALSE,3,main,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
1115,https://github.com/sfztools/sfizz-ui,sfizz-ui,sfztools/sfizz-ui,"SFZ based sampler, providing AU / LV2 / PD / VST3 plugins using the sfizz library","['audiounit', 'lv2-plugin', 'musical-instrument', 'sample-player', 'sampler', 'sfz', 'sfz-files', 'vst3']",2023-04-01T08:14:19Z,2023-09-05T15:44:21Z,2023-09-11T05:32:40Z,1114,C,13,4,TRUE,TRUE,TRUE,4,develop,FALSE,30,64,2,4,51,2,bsd-2-clause,Organization,Yes
1117,https://github.com/werman/noise-suppression-for-voice,noise-suppression-for-voice,werman/noise-suppression-for-voice,Noise suppression plugin based on Xiph's RNNoise,"['au-plugin', 'auv3-plugin', 'ladspa', 'lv2-plugin', 'noise-cancellation', 'voice', 'vst-plugin', 'vst2', 'vst3-plugin']",2018-01-21T20:21:13Z,2023-09-15T20:12:31Z,2023-04-19T01:45:02Z,14369,C,3847,52,TRUE,TRUE,FALSE,184,master,FALSE,61,88,4,23,85,12,gpl-3.0,User,Yes
